,ID1,ID2,ID3,ID4,JUN,FOS,FOSB,HSPA5,HSP90B1,RPS27,RPL10,EEF1A1
0,0.0,0.0,0.0,0.0,3.25809653802148,2.99573227355399,1.38629436111989,0.0,0.0,2.56494935746154,1.38629436111989,2.19722457733622
1,0.0,0.0,0.0,0.0,0.693147180559945,1.79175946922805,0.693147180559945,0.693147180559945,1.09861228866811,1.79175946922805,1.38629436111989,2.07944154167984
2,0.0,0.0,0.0,0.0,2.484906649788,3.89182029811063,2.94443897916644,0.0,0.693147180559945,1.6094379124341,1.6094379124341,2.07944154167984
3,0.0,0.0,0.0,0.0,1.38629436111989,2.77258872223978,2.19722457733622,0.0,0.693147180559945,2.30258509299405,2.07944154167984,1.6094379124341
4,0.0,0.0,0.0,0.0,0.0,1.09861228866811,0.0,0.0,0.0,1.38629436111989,0.693147180559945,1.6094379124341
5,0.0,0.0,0.0,0.0,0.0,1.38629436111989,1.38629436111989,0.693147180559945,2.19722457733622,2.56494935746154,2.484906649788,3.3322045101752
6,1.38629436111989,0.0,0.0,0.693147180559945,0.693147180559945,1.38629436111989,1.94591014905531,0.693147180559945,1.38629436111989,3.09104245335832,2.19722457733622,2.63905732961526
7,0.0,0.0,0.0,0.0,2.07944154167984,0.693147180559945,0.693147180559945,0.0,0.0,2.07944154167984,2.30258509299405,2.56494935746154
8,0.0,0.0,0.0,0.693147180559945,1.09861228866811,2.484906649788,1.09861228866811,0.0,0.0,1.94591014905531,1.09861228866811,1.6094379124341
9,0.0,1.09861228866811,0.0,0.693147180559945,0.0,1.38629436111989,2.19722457733622,0.0,0.0,2.99573227355399,2.30258509299405,2.19722457733622
10,1.09861228866811,1.09861228866811,0.0,0.0,0.693147180559945,1.79175946922805,1.38629436111989,0.0,1.38629436111989,4.06044301054642,3.17805383034795,3.52636052461616
11,0.0,0.0,0.0,0.0,0.0,0.693147180559945,0.693147180559945,0.0,0.0,2.39789527279837,2.19722457733622,1.79175946922805
12,0.0,0.0,0.0,1.09861228866811,1.38629436111989,2.07944154167984,2.89037175789616,0.0,0.0,2.19722457733622,1.6094379124341,2.39789527279837
13,1.6094379124341,0.0,0.0,0.0,2.19722457733622,2.07944154167984,1.09861228866811,1.09861228866811,1.09861228866811,3.8286413964891,2.83321334405622,3.36729582998647
14,0.0,0.0,2.19722457733622,0.0,2.77258872223978,3.63758615972639,2.19722457733622,0.0,0.693147180559945,2.07944154167984,1.09861228866811,1.6094379124341
15,0.0,0.0,0.0,0.0,2.07944154167984,1.6094379124341,0.693147180559945,0.693147180559945,0.0,2.70805020110221,1.09861228866811,2.70805020110221
16,0.0,0.0,0.0,0.0,1.38629436111989,1.6094379124341,1.38629436111989,0.0,0.0,2.19722457733622,0.0,2.19722457733622
17,0.0,0.0,0.0,0.0,0.693147180559945,0.693147180559945,0.693147180559945,0.0,1.09861228866811,0.693147180559945,2.19722457733622,0.693147180559945
